unnamed:_0,id,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month
5496,WN14473,Arizona,2882.350556,No,Basic,Master,2011-02-17,Employed,M,87798,Urban,Married,71,15.11182,73,0.386309,1,Personal Auto,Personal L3,Offer2,Call Center,204.448708,Two-Door Car,Medsize,A,2
5498,VW34309,Oregon,5906.940238,No,Basic,Bachelor,2011-02-15,Employed,F,43440,Rural,Married,74,13.0,52,0.0,7,Personal Auto,Personal L3,Offer1,Branch,128.21198,Four-Door Car,Medsize,A,2
5500,TJ11671,Oregon,4015.214476,No,Premium,Bachelor,2011-01-02,Unemployed,F,0,Suburban,Married,109,35.0,75,0.0,1,Personal Auto,Personal L2,Offer1,Branch,523.2,Four-Door Car,Small,A,1
5502,GT97121,California,22067.728,No,Extended,College,2011-02-18,Disabled,M,15999,Suburban,Married,83,2.0,43,0.0,2,Personal Auto,Personal L3,Offer2,Branch,398.4,Four-Door Car,Medsize,A,2
5505,TD78032,Washington,2306.427813,No,Basic,High School or Below,2011-02-14,Unemployed,M,0,Suburban,Single,67,19.0,70,0.0,1,Corporate Auto,Corporate L1,Offer4,Call Center,482.4,Four-Door Car,Medsize,A,2
5507,CT47738,Oregon,18205.67367,No,Extended,College,2011-01-10,Unemployed,F,0,Suburban,Divorced,128,11.0,57,0.0,2,Corporate Auto,Corporate L3,Offer1,Branch,614.4,Sports Car,Medsize,A,1
5508,AR17553,California,6111.053244,No,Extended,Master,2011-02-06,Medical Leave,M,22944,Suburban,Married,80,26.0,83,0.0,5,Corporate Auto,Corporate L1,Offer3,Branch,488.272759,Four-Door Car,Medsize,A,2
5509,KN78424,California,15477.27854,No,Premium,College,2011-01-17,Employed,M,51675,Suburban,Married,196,11.0,86,0.0,5,Corporate Auto,Corporate L1,Offer1,Branch,940.8,Sports Car,Medsize,A,1
5510,TJ20375,Arizona,7615.381271,No,Basic,High School or Below,2011-01-09,Employed,F,34095,Suburban,Married,63,5.0,99,0.0,2,Personal Auto,Personal L3,Offer2,Web,302.4,Two-Door Car,Medsize,A,1
5511,ZG16710,Washington,2852.527169,No,Basic,High School or Below,2011-02-09,Employed,M,26841,Suburban,Married,74,33.0,17,1.0,1,Personal Auto,Personal L3,Offer3,Agent,418.534381,Four-Door Car,Medsize,A,2
5514,UM39817,Oregon,8257.666512,Yes,Basic,Bachelor,2011-01-12,Disabled,F,23815,Suburban,Married,73,4.0,47,0.0,2,Personal Auto,Personal L3,Offer2,Call Center,424.330166,Four-Door Car,Medsize,A,1
5515,XK20264,Washington,9227.945752,No,Extended,High School or Below,2011-02-28,Unemployed,F,0,Urban,Married,82,22.0,62,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,296.637382,Two-Door Car,Medsize,A,2
5519,CI57475,Arizona,3272.010846,No,Extended,College,2011-01-18,Unemployed,F,0,Suburban,Married,87,13.0,6,0.0,1,Personal Auto,Personal L2,Offer1,Agent,626.4,Four-Door Car,Small,A,1
5520,MF53477,California,3600.934326,Yes,Basic,High School or Below,2011-02-25,Retired,F,25147,Suburban,Single,101,7.0,54,0.0,1,Corporate Auto,Corporate L1,Offer1,Agent,694.598288,SUV,Medsize,A,2
5521,US89453,California,9022.08313,No,Extended,College,2011-01-10,Unemployed,M,0,Suburban,Single,125,7.0,99,0.0,3,Personal Auto,Personal L3,Offer1,Branch,988.535078,SUV,Large,A,1
5527,TO18404,California,10453.2558,No,Extended,Bachelor,2011-01-22,Employed,F,73604,Urban,Divorced,88,12.0,75,0.0,2,Corporate Auto,Corporate L3,Offer2,Agent,398.19284,Two-Door Car,Medsize,A,1
5531,IU83998,Washington,11196.46002,No,Premium,Bachelor,2011-01-01,Unemployed,F,0,Suburban,Married,298,26.0,94,0.0,1,Personal Auto,Personal L3,Offer1,Branch,2145.6,Luxury Car,Medsize,A,1
5533,VX39856,Arizona,3500.454354,No,Extended,Doctor,2011-02-13,Employed,F,89398,Rural,Married,86,5.0,57,0.0,1,Personal Auto,Personal L3,Offer4,Branch,82.409922,Four-Door Car,Medsize,A,2
5534,RO30676,California,7762.590564,No,Premium,College,2011-01-03,Disabled,F,23827,Rural,Married,106,18.0,77,2.0,3,Personal Auto,Personal L3,Offer1,Agent,37.910623,Four-Door Car,Medsize,A,1
5535,XG55762,Nevada,20186.34693,No,Extended,Bachelor,2011-02-12,Unemployed,F,0,Suburban,Single,79,14.0,22,0.0,2,Corporate Auto,Corporate L3,Offer1,Branch,379.2,Four-Door Car,Medsize,A,2
5539,LC42182,Nevada,30442.53824,No,Premium,High School or Below,2011-01-23,Employed,F,64321,Rural,Divorced,253,4.0,75,0.0,2,Personal Auto,Personal L3,Offer1,Agent,422.438297,Luxury SUV,Medsize,A,1
5542,CP74755,Oregon,2846.171869,No,Basic,College,2011-01-22,Employed,F,39192,Suburban,Divorced,71,7.0,11,0.0,1,Corporate Auto,Corporate L3,Offer3,Branch,352.791394,Four-Door Car,Medsize,A,1
5543,VI55112,Oregon,14065.30235,No,Basic,College,2011-02-02,Employed,M,25275,Urban,Single,61,5.0,80,0.0,2,Corporate Auto,Corporate L1,Offer3,Agent,214.247114,Four-Door Car,Medsize,A,2
5544,IX44049,Oregon,3252.828464,No,Extended,Bachelor,2011-01-29,Employed,M,20166,Suburban,Married,83,19.0,28,0.0,1,Personal Auto,Personal L3,Offer4,Call Center,398.4,Two-Door Car,Medsize,A,1
5548,LP69867,Oregon,2851.645994,No,Extended,High School or Below,2011-01-12,Unemployed,M,0,Suburban,Single,82,15.0,82,0.0,1,Personal Auto,Personal L3,Offer1,Agent,590.4,Four-Door Car,Medsize,A,1
5549,XK33449,California,2383.731879,No,Basic,High School or Below,2011-02-05,Unemployed,F,0,Suburban,Single,69,5.0,40,0.0,1,Special Auto,Special L3,Offer4,Branch,496.8,Two-Door Car,Small,A,2
5551,BS83666,Oregon,7366.1883,No,Basic,Bachelor,2011-02-13,Employed,M,70014,Rural,Divorced,62,6.0,4,0.0,2,Corporate Auto,Corporate L3,Offer1,Agent,17.742954,Four-Door Car,Large,A,2
5554,ST65635,Arizona,2719.506996,Yes,Basic,College,2011-01-24,Retired,F,14030,Suburban,Married,72,11.0,3,0.0,1,Corporate Auto,Corporate L3,Offer2,Branch,345.6,Two-Door Car,Large,A,1
5555,NK16909,Oregon,8188.91743,No,Basic,Doctor,2011-01-08,Employed,M,45318,Suburban,Married,103,17.0,27,0.0,8,Personal Auto,Personal L2,Offer2,Call Center,494.4,SUV,Large,A,1
5560,UC29668,Oregon,2601.351096,No,Basic,Master,2011-01-12,Unemployed,F,0,Rural,Divorced,71,4.0,18,0.0,1,Corporate Auto,Corporate L3,Offer2,Branch,17.029835,Two-Door Car,Medsize,A,1
5561,ED44765,Oregon,7367.653764,No,Basic,High School or Below,2011-01-02,Employed,F,25318,Suburban,Married,63,4.0,8,2.0,2,Personal Auto,Personal L2,Offer2,Call Center,302.4,Four-Door Car,Small,A,1
5563,VD62056,Arizona,4669.22664,Yes,Premium,High School or Below,2011-02-14,Employed,F,76157,Suburban,Married,116,15.0,80,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,556.8,Two-Door Car,Small,A,2
5566,LO28839,California,4723.449803,No,Basic,Bachelor,2011-02-05,Employed,F,29193,Suburban,Married,61,0.0,47,3.0,9,Corporate Auto,Corporate L3,Offer3,Branch,292.8,Four-Door Car,Medsize,A,2
5569,ON34922,Oregon,5353.932122,No,Basic,High School or Below,2011-02-02,Employed,M,61894,Urban,Married,67,22.0,38,0.0,4,Personal Auto,Personal L3,Offer3,Branch,266.996814,Four-Door Car,Small,A,2
5570,GM16780,Oregon,36057.53702,No,Extended,College,2011-02-07,Employed,M,90330,Rural,Single,137,15.11182,86,0.386309,2,Corporate Auto,Corporate L3,Offer1,Call Center,192.085299,Sports Car,Medsize,A,2
5571,TP10619,California,4892.422239,No,Basic,High School or Below,2011-01-27,Medical Leave,F,26660,Suburban,Married,63,23.0,40,0.0,8,Personal Auto,Personal L2,Offer3,Agent,453.6,Two-Door Car,Medsize,A,1
5573,HD53787,California,13113.13865,No,Extended,College,2011-02-10,Medical Leave,F,28519,Suburban,Married,86,23.0,30,0.0,2,Personal Auto,Personal L1,Offer4,Branch,412.8,Two-Door Car,Large,A,2
5575,TN82637,Nevada,11236.31135,No,Basic,College,2011-01-11,Employed,M,21636,Urban,Married,64,2.0,24,5.0,2,Personal Auto,Personal L2,Offer2,Branch,213.587367,Two-Door Car,Medsize,A,1
5576,IC41932,Nevada,4371.190437,No,Basic,College,2011-01-04,Employed,M,56718,Suburban,Divorced,113,7.0,95,1.0,1,Personal Auto,Personal L3,Offer1,Call Center,542.4,SUV,Medsize,A,1
5581,AZ62651,Oregon,9951.707743,No,Premium,High School or Below,2011-02-17,Employed,M,56855,Suburban,Single,255,12.0,1,0.0,1,Corporate Auto,Corporate L3,Offer4,Web,1836.0,Luxury SUV,Medsize,A,2
5583,CZ20440,California,4291.056403,No,Basic,High School or Below,2011-01-28,Unemployed,F,0,Suburban,Single,62,1.0,2,1.0,7,Corporate Auto,Corporate L2,Offer1,Agent,403.991524,Four-Door Car,Large,A,1
5584,ZF48094,Oregon,3339.853704,No,Extended,High School or Below,2011-01-31,Employed,F,51032,Urban,Married,83,5.0,56,0.0,1,Personal Auto,Personal L1,Offer4,Web,349.954886,Four-Door Car,Medsize,A,1
5590,DW37404,California,7858.047444,No,Basic,Bachelor,2011-02-10,Employed,F,20532,Urban,Divorced,67,20.0,68,0.0,2,Personal Auto,Personal L2,Offer1,Branch,282.657499,Four-Door Car,Large,A,2
5592,VM89271,Arizona,3844.569357,No,Extended,High School or Below,2011-01-22,Employed,M,26262,Suburban,Married,97,15.11182,59,0.386309,1,Personal Auto,Personal L2,Offer4,Call Center,465.6,Four-Door Car,Small,A,1
5600,NE49052,California,6618.016423,No,Extended,High School or Below,2011-02-07,Medical Leave,F,20068,Urban,Married,86,8.0,28,0.0,3,Corporate Auto,Corporate L2,Offer1,Web,411.011162,Four-Door Car,Medsize,A,2
5602,GV19121,Oregon,3341.6835,No,Basic,College,2011-02-10,Unemployed,M,0,Suburban,Single,69,9.0,72,5.0,3,Personal Auto,Personal L3,Offer4,Branch,331.2,Two-Door Car,Large,A,2
5603,KN24990,Arizona,41491.74481,No,Basic,College,2011-01-14,Employed,M,37748,Suburban,Married,181,21.0,22,2.0,2,Personal Auto,Personal L2,Offer1,Web,868.8,Luxury Car,Small,A,1
5609,WM46083,Arizona,2393.813375,No,Basic,Master,2011-02-21,Employed,M,58237,Urban,Divorced,63,34.0,22,3.0,1,Personal Auto,Personal L2,Offer4,Branch,273.691831,Two-Door Car,Medsize,A,2
5615,KS45476,Washington,15626.28021,No,Extended,High School or Below,2011-02-10,Employed,F,50461,Suburban,Single,131,22.0,89,0.0,2,Personal Auto,Personal L3,Offer1,Agent,810.06514,Sports Car,Large,A,2
5617,UK45178,California,2224.555883,No,Basic,Bachelor,2011-02-12,Unemployed,F,0,Suburban,Single,67,1.0,77,1.0,1,Personal Auto,Personal L1,Offer1,Agent,482.4,Two-Door Car,Small,A,2
5618,XA55917,California,8533.832013,No,Basic,College,2011-02-28,Disabled,F,26049,Suburban,Married,113,10.0,15,1.0,9,Personal Auto,Personal L1,Offer1,Web,619.165344,SUV,Medsize,A,2
5621,NM70181,Oregon,3585.942995,No,Extended,Master,2011-01-15,Employed,M,25748,Rural,Married,90,9.0,23,0.0,1,Personal Auto,Personal L1,Offer3,Call Center,117.871165,Four-Door Car,Medsize,A,1
5627,RQ99149,California,2748.851081,No,Basic,Master,2011-01-14,Employed,M,32437,Suburban,Married,69,4.0,73,0.0,1,Corporate Auto,Corporate L2,Offer2,Branch,473.361602,Two-Door Car,Medsize,A,1
5628,DJ51510,Arizona,9322.08512,No,Premium,High School or Below,2011-02-10,Employed,F,70435,Rural,Married,116,15.11182,50,0.386309,4,Personal Auto,Personal L3,Offer3,Agent,67.881546,Four-Door Car,Medsize,A,2
5633,LG98245,Nevada,3823.853815,No,Basic,Bachelor,2011-01-10,Unemployed,M,0,Suburban,Single,108,32.0,95,0.0,1,Personal Auto,Personal L3,Offer1,Agent,777.6,SUV,Medsize,A,1
5639,EZ60033,California,3200.795405,No,Extended,Bachelor,2011-01-12,Unemployed,F,0,Suburban,Married,86,8.0,37,0.0,1,Corporate Auto,Corporate L2,Offer1,Branch,412.8,Four-Door Car,Small,A,1
5644,JQ93340,Nevada,5459.216794,No,Basic,High School or Below,2011-02-22,Employed,M,83208,Urban,Married,68,10.0,93,0.0,4,Special Auto,Special L2,Offer2,Call Center,325.866271,Four-Door Car,Small,A,2
5646,FB76635,Oregon,4296.604128,No,Basic,College,2011-01-27,Employed,F,61737,Urban,Married,107,21.0,65,0.0,1,Personal Auto,Personal L3,Offer1,Branch,495.670802,Sports Car,Medsize,A,1
5648,KL39986,Arizona,19278.81715,No,Basic,High School or Below,2011-01-05,Unemployed,F,0,Suburban,Single,61,12.0,77,0.0,2,Personal Auto,Personal L3,Offer3,Branch,366.604732,Two-Door Car,Medsize,A,1
5649,LI72489,Nevada,15306.22493,No,Premium,Bachelor,2011-02-26,Employed,M,46338,Rural,Married,193,24.0,68,0.0,9,Corporate Auto,Corporate L3,Offer4,Web,19.46445,SUV,Medsize,A,2
5650,JN33628,California,12316.79698,No,Premium,Bachelor,2011-02-22,Unemployed,M,0,Suburban,Married,167,30.0,40,0.0,5,Personal Auto,Personal L3,Offer2,Branch,1985.999807,SUV,Small,A,2
5652,QQ26855,California,8879.790017,Yes,Basic,High School or Below,2011-02-03,Employed,F,52583,Urban,Single,113,12.0,59,0.0,7,Personal Auto,Personal L3,Offer1,Agent,528.20086,SUV,Small,A,2
5654,ZM70632,California,5498.753121,No,Extended,Bachelor,2011-01-19,Employed,F,60668,Urban,Married,138,18.0,92,0.0,1,Personal Auto,Personal L3,Offer3,Branch,553.699596,SUV,Medsize,A,1
5655,BR44176,California,4669.22664,Yes,Premium,High School or Below,2011-02-14,Employed,F,76157,Suburban,Married,116,15.0,80,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,556.8,Two-Door Car,Small,A,2
5656,MV93555,Oregon,11058.22493,No,Extended,High School or Below,2011-01-14,Employed,F,69792,Suburban,Single,137,1.0,95,0.0,3,Personal Auto,Personal L3,Offer2,Web,696.757797,SUV,Medsize,A,1
5657,LE96510,Oregon,2767.5949,No,Basic,High School or Below,2011-01-30,Unemployed,F,0,Suburban,Married,74,0.0,52,0.0,1,Personal Auto,Personal L3,Offer1,Call Center,355.2,Four-Door Car,Small,A,1
5662,BR13613,Oregon,6005.847375,Yes,Extended,College,2011-02-23,Retired,M,13528,Suburban,Single,86,21.0,35,0.0,3,Personal Auto,Personal L3,Offer1,Agent,412.8,Four-Door Car,Medsize,A,2
5664,XX89213,Nevada,8712.157741,No,Extended,Master,2011-01-21,Employed,F,68516,Rural,Married,216,17.0,0,0.0,1,Corporate Auto,Corporate L2,Offer2,Branch,95.693949,Luxury SUV,Medsize,A,1
5666,MY23958,California,7577.065297,No,Basic,Bachelor,2011-02-06,Unemployed,M,0,Suburban,Single,116,20.0,9,2.0,6,Personal Auto,Personal L3,Offer2,Branch,835.2,Sports Car,Medsize,A,2
5668,EO99750,Nevada,7256.576235,No,Premium,Master,2011-02-25,Employed,F,29053,Rural,Married,181,34.0,52,0.0,1,Personal Auto,Personal L3,Offer3,Web,404.95431,Sports Car,Small,A,2
5670,IN78205,Arizona,8329.039004,No,Basic,College,2011-01-23,Unemployed,F,0,Suburban,Single,118,18.0,9,0.0,3,Personal Auto,Personal L1,Offer1,Agent,849.6,SUV,Medsize,A,1
5671,LK57934,Nevada,10569.62547,No,Extended,Bachelor,2011-02-01,Employed,M,45776,Rural,Married,89,2.0,17,0.0,2,Personal Auto,Personal L2,Offer1,Agent,95.95081,Four-Door Car,Medsize,A,2
5672,KO46064,California,2730.20294,No,Basic,Bachelor,2011-02-25,Employed,M,46135,Rural,Married,69,12.0,68,0.0,1,Personal Auto,Personal L3,Offer1,Agent,103.935601,Four-Door Car,Medsize,A,2
5676,OH15780,California,12280.76661,Yes,Premium,College,2011-01-01,Employed,M,88340,Suburban,Married,102,16.0,1,0.0,2,Personal Auto,Personal L2,Offer1,Branch,489.6,Two-Door Car,Medsize,A,1
5683,QD86074,Oregon,9035.671134,Yes,Premium,High School or Below,2011-01-21,Employed,F,34337,Suburban,Married,113,20.0,44,0.0,9,Corporate Auto,Corporate L1,Offer2,Web,542.4,Four-Door Car,Large,A,1
5689,VL34577,Oregon,2596.1852,No,Basic,High School or Below,2011-02-09,Unemployed,F,0,Suburban,Single,72,3.0,65,0.0,1,Personal Auto,Personal L3,Offer1,Agent,345.6,Two-Door Car,Medsize,A,2
5690,SR38658,Arizona,12231.87968,No,Basic,High School or Below,2011-02-08,Employed,M,43244,Suburban,Married,103,15.0,16,0.0,2,Personal Auto,Personal L2,Offer4,Agent,494.4,Sports Car,Medsize,A,2
5691,PZ98142,Arizona,13494.76017,No,Extended,College,2011-01-26,Unemployed,F,0,Suburban,Single,132,13.0,33,0.0,2,Personal Auto,Personal L2,Offer3,Branch,950.4,SUV,Medsize,A,1
5693,DA79544,Oregon,2551.349248,No,Basic,Bachelor,2011-02-01,Employed,M,88126,Rural,Married,64,27.0,71,1.0,1,Personal Auto,Personal L1,Offer2,Branch,151.973156,Four-Door Car,Medsize,A,2
5694,IR45546,Oregon,10529.84867,No,Extended,Bachelor,2011-01-18,Employed,F,37518,Urban,Married,131,35.0,91,0.0,6,Special Auto,Special L3,Offer1,Branch,472.850932,Sports Car,Medsize,A,1
5695,XU56756,Oregon,23594.6802,Yes,Basic,Bachelor,2011-01-31,Employed,M,76358,Rural,Married,66,25.0,3,0.0,2,Personal Auto,Personal L1,Offer3,Agent,86.461582,Four-Door Car,Medsize,A,1
5696,TU72516,Oregon,5608.172012,No,Basic,College,2011-02-10,Disabled,F,20392,Suburban,Married,73,23.0,85,0.0,9,Personal Auto,Personal L1,Offer2,Branch,350.4,Four-Door Car,Medsize,A,2
5700,LR82946,Oregon,6617.139741,No,Basic,Bachelor,2011-01-14,Unemployed,M,0,Suburban,Single,195,20.0,61,0.0,1,Personal Auto,Personal L3,Offer3,Branch,1404.0,Luxury SUV,Medsize,A,1
5704,ZY60545,California,18938.53677,No,Basic,College,2011-01-10,Employed,F,91535,Rural,Married,67,35.0,13,1.0,2,Personal Auto,Personal L3,Offer1,Agent,126.634634,Four-Door Car,Large,A,1
5706,JL15127,Nevada,9816.528302,Yes,Basic,College,2011-01-28,Employed,M,37256,Rural,Married,62,15.0,7,0.0,2,Personal Auto,Personal L3,Offer1,Branch,128.969729,Four-Door Car,Medsize,A,1
5707,TW81986,Arizona,5632.613078,No,Extended,Bachelor,2011-01-20,Employed,F,51721,Urban,Married,139,18.0,98,0.0,1,Personal Auto,Personal L2,Offer2,Agent,625.282599,SUV,Medsize,A,1
5708,CV95479,California,3362.670123,No,Premium,Bachelor,2011-02-15,Unemployed,M,0,Suburban,Single,107,9.0,96,2.0,1,Personal Auto,Personal L2,Offer1,Agent,770.4,Four-Door Car,Small,A,2
5710,KV99550,California,6514.954043,No,Basic,High School or Below,2011-02-14,Unemployed,M,0,Suburban,Married,61,12.0,75,1.0,2,Personal Auto,Personal L3,Offer2,Agent,292.8,Four-Door Car,Small,A,2
5713,UA51318,Arizona,5116.624022,No,Basic,High School or Below,2011-02-17,Employed,F,26173,Suburban,Single,68,2.0,10,1.0,9,Corporate Auto,Corporate L1,Offer2,Web,449.819671,Four-Door Car,Medsize,A,2
5719,EA61783,California,26232.85024,No,Basic,Bachelor,2011-01-15,Employed,F,35868,Suburban,Single,110,20.0,51,0.0,2,Personal Auto,Personal L3,Offer2,Branch,528.0,SUV,Medsize,A,1
5720,RQ22171,California,3961.58618,No,Basic,High School or Below,2011-01-30,Unemployed,F,0,Rural,Single,118,6.0,34,1.0,1,Corporate Auto,Corporate L2,Offer2,Agent,264.642948,SUV,Medsize,A,1
5721,MD43085,Oregon,3975.321516,No,Premium,Doctor,2011-02-08,Employed,F,67895,Urban,Married,101,25.0,27,4.0,1,Personal Auto,Personal L3,Offer2,Call Center,403.937672,Four-Door Car,Medsize,A,2
5724,XH72278,Arizona,6715.294284,No,Extended,High School or Below,2011-02-19,Unemployed,M,0,Suburban,Married,92,4.0,64,0.0,9,Personal Auto,Personal L3,Offer2,Web,441.6,Two-Door Car,Medsize,A,2
5725,EL11108,Oregon,14191.59699,No,Basic,Doctor,2011-02-14,Employed,F,25575,Suburban,Married,117,10.0,41,0.0,2,Personal Auto,Personal L2,Offer3,Branch,561.6,SUV,Medsize,A,2
5731,DV36320,California,17995.86532,No,Extended,High School or Below,2011-01-18,Employed,F,80991,Urban,Married,223,5.0,56,0.0,4,Personal Auto,Personal L3,Offer4,Branch,937.327881,Luxury SUV,Medsize,A,1
5735,IU15885,Washington,4900.336708,No,Basic,Bachelor,2011-02-27,Unemployed,F,0,Suburban,Married,66,15.11182,75,0.386309,4,Personal Auto,Personal L3,Offer2,Agent,316.8,Four-Door Car,Small,A,2
5736,DX98298,Washington,4082.170583,No,Basic,High School or Below,2011-01-08,Employed,M,57506,Suburban,Married,102,24.0,43,0.0,1,Personal Auto,Personal L1,Offer4,Agent,615.243841,Sports Car,Small,A,1
5739,ZB82406,Oregon,6650.456653,No,Extended,Bachelor,2011-02-27,Unemployed,F,0,Suburban,Single,99,16.0,65,2.0,3,Personal Auto,Personal L1,Offer2,Branch,712.8,Four-Door Car,Small,A,2
5740,IN65727,Washington,2693.530229,No,Basic,Master,2011-01-15,Employed,F,63684,Suburban,Single,68,6.0,87,0.0,1,Personal Auto,Personal L3,Offer2,Agent,343.889585,Two-Door Car,Medsize,A,1
5741,DA79098,California,4572.041785,No,Basic,Bachelor,2011-01-19,Unemployed,M,0,Suburban,Married,67,19.0,82,1.0,3,Personal Auto,Personal L2,Offer1,Agent,357.14996,Two-Door Car,Small,A,1
5742,UX93878,Oregon,8513.697414,No,Basic,Bachelor,2011-01-16,Employed,F,34505,Urban,Married,106,13.0,44,0.0,9,Personal Auto,Personal L3,Offer1,Branch,359.861348,SUV,Small,A,1
5744,QG15661,Oregon,2425.494812,No,Basic,College,2011-02-08,Employed,M,66841,Rural,Divorced,62,4.0,73,0.0,1,Personal Auto,Personal L3,Offer4,Call Center,123.436634,Four-Door Car,Medsize,A,2
5745,XO38850,Arizona,6227.365252,No,Extended,College,2011-02-04,Unemployed,M,0,Suburban,Single,94,11.0,21,0.0,9,Personal Auto,Personal L2,Offer3,Agent,676.8,Four-Door Car,Small,A,2
5747,VD87432,Washington,16069.95283,No,Extended,Bachelor,2011-01-12,Employed,M,60735,Urban,Married,135,11.0,59,0.0,2,Personal Auto,Personal L3,Offer3,Branch,571.695889,SUV,Medsize,A,1
5748,QP76867,Oregon,16152.90489,No,Basic,College,2011-02-21,Unemployed,M,0,Suburban,Divorced,109,12.0,66,0.0,2,Personal Auto,Personal L3,Offer1,Agent,852.460341,Sports Car,Large,A,2
5749,CE17855,Oregon,3238.929524,No,Extended,Master,2011-01-02,Employed,F,68745,Suburban,Married,80,5.0,42,0.0,1,Personal Auto,Personal L3,Offer4,Branch,473.613006,Four-Door Car,Medsize,A,1
5750,VU71619,California,13277.08425,No,Basic,Bachelor,2011-01-10,Employed,M,96402,Urban,Married,110,29.0,41,0.0,2,Personal Auto,Personal L3,Offer3,Agent,379.897943,SUV,Medsize,A,1
5753,TP51897,California,2621.808611,No,Basic,College,2011-02-20,Employed,F,36843,Suburban,Married,68,12.0,11,3.0,1,Corporate Auto,Corporate L1,Offer4,Agent,357.642982,Four-Door Car,Medsize,A,2
5756,UT21323,California,13057.01188,No,Basic,College,2011-02-13,Unemployed,M,0,Suburban,Single,190,15.11182,67,0.386309,7,Personal Auto,Personal L3,Offer3,Branch,1833.182529,Luxury SUV,Small,A,2
5758,OL61964,California,5207.680496,No,Basic,Bachelor,2011-02-16,Employed,M,74627,Urban,Married,65,21.0,61,0.0,6,Corporate Auto,Corporate L3,Offer1,Agent,176.735323,Four-Door Car,Medsize,A,2
5765,OP52966,Arizona,4854.362069,No,Basic,High School or Below,2011-01-27,Employed,M,44279,Suburban,Married,61,32.0,7,0.0,3,Personal Auto,Personal L1,Offer2,Agent,292.8,Two-Door Car,Small,A,1
5767,WC35801,Arizona,2521.633095,No,Basic,High School or Below,2011-02-07,Employed,M,53243,Rural,Divorced,66,4.0,15,2.0,1,Personal Auto,Personal L3,Offer1,Call Center,157.397849,Four-Door Car,Medsize,A,2
